Node	Type	Mean_counts
Methylotenera	Bacteria|Proteobacteria	0.001
Sulfurimicrobium	Bacteria|Proteobacteria	0.001
Sulfuritortus	Bacteria|Proteobacteria	0.001
Thiobacillus	Bacteria|Proteobacteria	0.001
Quatrionicoccus	Bacteria|Proteobacteria	0.001
Oryzomicrobium	Bacteria|Proteobacteria	0.001
Nitrogeniibacter	Bacteria|Proteobacteria	0.001
Desulfatibacillum	Bacteria|Proteobacteria	0.001
Desulfobulbus	Bacteria|Proteobacteria	
Desulfolutivibrio	Bacteria|Proteobacteria	0.001
Desulfovibrio	Bacteria|Proteobacteria	
Megalodesulfovibrio	Bacteria|Proteobacteria	0.001
Pseudodesulfovibrio	Bacteria|Proteobacteria	
Citrifermentans	Bacteria|Proteobacteria	0.001
Stigmatella	Bacteria|Proteobacteria	0.001
Syntrophus	Bacteria|Proteobacteria	0.001
Aliarcobacter	Bacteria|Proteobacteria	0.001
Halarcobacter	Bacteria|Proteobacteria	
Hydrogenimonas	Bacteria|Proteobacteria	0.001
Nitrosophilus	Bacteria|Proteobacteria	0.001
Sedimenticola	Bacteria|Proteobacteria	0.001
Sulfuricaulis	Bacteria|Proteobacteria	
Sulfurifustis	Bacteria|Proteobacteria	0.001
Dongshaea	Bacteria|Proteobacteria	0.001
Zobellella	Bacteria|Proteobacteria	0.001
Lacimicrobium	Bacteria|Proteobacteria	0.001
Dichelobacter	Bacteria|Proteobacteria	
Suttonella	Bacteria|Proteobacteria	0.001
Simiduia	Bacteria|Proteobacteria	0.001
Thermochromatium	Bacteria|Proteobacteria	0.001
Thiodictyon	Bacteria|Proteobacteria	0.001
Alkalilimnicola	Bacteria|Proteobacteria	0.001
Guyparkeria	Bacteria|Proteobacteria	0.001
Pragia	Bacteria|Proteobacteria	0.001
Atlantibacter	Bacteria|Proteobacteria	0.001
Candidatus Doolittlea	Bacteria|Proteobacteria	0.001
Candidatus Purcelliella	Bacteria|Proteobacteria	
Escherichia	Bacteria|Proteobacteria	
Lelliottia	Bacteria|Proteobacteria	
Metakosakonia	Bacteria|Proteobacteria	0.001
Pseudocitrobacter	Bacteria|Proteobacteria	
Salmonella	Bacteria|Proteobacteria	
Buchnera	Bacteria|Proteobacteria	
Tatumella	Bacteria|Proteobacteria	0.001
Morganella	Bacteria|Proteobacteria	
Musicola	Bacteria|Proteobacteria	0.001
Ewingella	Bacteria|Proteobacteria	
Gibbsiella	Bacteria|Proteobacteria	0.001
Nissabacter	Bacteria|Proteobacteria	0.001
Rouxiella	Bacteria|Proteobacteria	
Methylocaldum	Bacteria|Proteobacteria	0.001
Solimonas	Bacteria|Proteobacteria	0.001
Candidatus Portiera	Bacteria|Proteobacteria	
Nitrincola	Bacteria|Proteobacteria	
Venatorbacter	Bacteria|Proteobacteria	0.001
Aggregatibacter	Bacteria|Proteobacteria	
Avibacterium	Bacteria|Proteobacteria	
Gallibacterium	Bacteria|Proteobacteria	0.001
Piscirickettsia	Bacteria|Proteobacteria	
Beggiatoa	Bacteria|Proteobacteria	0.001
Photobacterium	Bacteria|Proteobacteria	0.001
Pseudolysobacter	Bacteria|Proteobacteria	0.001
Hydrogenophilus	Bacteria|Proteobacteria	0.001
Bacteriovorax	Bacteria|Proteobacteria	0.001
Brachyspira	Bacteria|Spirochaetes	
Sphaerochaeta	Bacteria|Spirochaetes	0.001
Salinispira	Bacteria|Spirochaetes	0.001
Thiospirochaeta	Bacteria|Spirochaetes	0.001
Cloacibacillus	Bacteria|Synergistetes	
Fretibacterium	Bacteria|Synergistetes	
Jonquetella	Bacteria|Synergistetes	0.001
Pyramidobacter	Bacteria|Synergistetes	
Thermodesulfobacterium	Bacteria|Thermodesulfobacteria	0.001
Defluviitoga	Bacteria|Thermotogae	
Tepiditoga	Bacteria|Thermotogae	
Akkermansia	Bacteria|Verrucomicrobia	
Cercospora	Fungi|Ascomycota	0.001
Zymoseptoria	Fungi|Ascomycota	
Aspergillus	Fungi|Ascomycota	
Botrytis	Fungi|Ascomycota	
Candida	Fungi|Ascomycota	0.001
Yarrowia	Fungi|Ascomycota	
Lachancea	Fungi|Ascomycota	
Tetrapisispora	Fungi|Ascomycota	0.001
Zygosaccharomyces	Fungi|Ascomycota	
Zygotorulaspora	Fungi|Ascomycota	
Saccharomycodes	Fungi|Ascomycota	0.001
Fusarium	Fungi|Ascomycota	0.001
Pyricularia	Fungi|Ascomycota	
Thermothelomyces	Fungi|Ascomycota	0.001
Neurospora	Fungi|Ascomycota	0.001
Malassezia	Fungi|Basidiomycota	
Glossinavirus	Viruses|NA	0.001
Gammanudivirus	Viruses|NA	0.001
Chlorovirus	Viruses|Nucleocytoviricota	0.001
Asfivirus	Viruses|Nucleocytoviricota	0.001
Orthopoxvirus	Viruses|Nucleocytoviricota	0.001
Parapoxvirus	Viruses|Nucleocytoviricota	0.001
Cytomegalovirus	Viruses|Peploviricota	
Lymphocryptovirus	Viruses|Peploviricota	0.001
Macavirus	Viruses|Peploviricota	0.001
Mardivirus	Viruses|Peploviricota	0.001
Quwivirus	Viruses|Peploviricota	0.001
Rhadinovirus	Viruses|Peploviricota	0.001
Kotilavirus	Viruses|Uroviricota	0.001
Cetovirus	Viruses|Uroviricota	0.001
Hongcheonvirus	Viruses|Uroviricota	0.001
Susfortunavirus	Viruses|Uroviricota	0.001
Baoshanvirus	Viruses|Uroviricota	0.001
Eldridgevirus	Viruses|Uroviricota	0.001
Kayvirus	Viruses|Uroviricota	0.001
Pecentumvirus	Viruses|Uroviricota	0.001
Twortvirus	Viruses|Uroviricota	0.001
Ahtivirus	Viruses|Uroviricota	0.001
Brigitvirus	Viruses|Uroviricota	0.001
Certrevirus	Viruses|Uroviricota	0.001
Eponavirus	Viruses|Uroviricota	0.001
Erskinevirus	Viruses|Uroviricota	0.001
Eurybiavirus	Viruses|Uroviricota	0.001
Felixounavirus	Viruses|Uroviricota	0.001
Firehammervirus	Viruses|Uroviricota	0.001
Jedunavirus	Viruses|Uroviricota	0.001
Jiaodavirus	Viruses|Uroviricota	0.001
Krischvirus	Viruses|Uroviricota	0.001
Lasallevirus	Viruses|Uroviricota	0.001
Lubbockvirus	Viruses|Uroviricota	0.001
Machinavirus	Viruses|Uroviricota	0.001
Marfavirus	Viruses|Uroviricota	0.001
Myoalterovirus	Viruses|Uroviricota	0.001
Novemvirus	Viruses|Uroviricota	0.001
Salacisavirus	Viruses|Uroviricota	0.001
Slopekvirus	Viruses|Uroviricota	0.001
Takahashivirus	Viruses|Uroviricota	0.001
Taranisvirus	Viruses|Uroviricota	
Toutatisvirus	Viruses|Uroviricota	
Tulanevirus	Viruses|Uroviricota	0.001
Rosenblumvirus	Viruses|Uroviricota	0.001
Salasvirus	Viruses|Uroviricota	0.001
Bronvirus	Viruses|Uroviricota	0.001
Camvirus	Viruses|Uroviricota	0.001
Efquatrovirus	Viruses|Uroviricota	0.001
Fairfaxidumvirus	Viruses|Uroviricota	0.001
Fromanvirus	Viruses|Uroviricota	0.001
Incheonvrus	Viruses|Uroviricota	0.001
Kamchatkavirus	Viruses|Uroviricota	0.001
Kojivirus	Viruses|Uroviricota	0.001
Latrobevirus	Viruses|Uroviricota	0.001
Lentavirus	Viruses|Uroviricota	0.001
Lillamyvirus	Viruses|Uroviricota	0.001
Lughvirus	Viruses|Uroviricota	
Moineauvirus	Viruses|Uroviricota	0.001
Oengusvirus	Viruses|Uroviricota	0.001
Phietavirus	Viruses|Uroviricota	0.001
Phifelvirus	Viruses|Uroviricota	0.001
Priunavirus	Viruses|Uroviricota	0.001
Rockefellervirus	Viruses|Uroviricota	0.001
Roufvirus	Viruses|Uroviricota	0.001
Wongtaivirus	Viruses|Uroviricota	
Yuavirus	Viruses|Uroviricota	0.001
Paundecimvirus	Viruses|Uroviricota	0.001
Pomovirus	Viruses|Kitrinoviricota	0.001
Trichovirus	Viruses|Kitrinoviricota	0.001
Ebolavirus	Viruses|Negarnaviricota	0.001
Hapavirus	Viruses|Negarnaviricota	0.001
Betapartitivirus	Viruses|Pisuviricota	0.001
Deltacoronavirus	Viruses|Pisuviricota	0.001
Avihepadnavirus	Viruses|Artverviricota	0.001
Petuvirus	Viruses|Artverviricota	0.001
Lentivirus	Viruses|Artverviricota	0.001
Erythroparvovirus	Viruses|Cossaviricota	
Circovirus	Viruses|Cressdnaviricota	0.001
Gammapleolipovirus	Viruses|Saleviricota	0.001
Gammalipothrixvirus	Viruses|Taleaviricota	0.001
Alphatorquevirus	Viruses|NA	
Betatorquevirus	Viruses|NA	0.001
Thetatorquevirus	Viruses|NA	0.001
Pithovirus	Viruses|NA	0.001
Bracovirus	Viruses|NA	0.001
